moon_id,kingdom,stage,stage_display_name,area_scope,moon_name,runtime_shine_key,obj_id,uid,flags,from_node_id,state_requirement_expr,requirement_expr,world_peace_token,moon_rock_token,access_type,effort_level,effort_notes,legacy_requirement_notes,placement_found,placement_unit_config_names,placement_layer_config_names,placement_scenario_no_values,scenario_move_to,placement_stage_map_indices,placement_quest_no_values,placement_shine_optional_ids,placement_change_stage_ids,placement_x,placement_y,placement_z,placement_source_archives,placement_source_files,placement_count,shine_info_hint_idx,shine_info_main_scenario_no,shine_info_progress_bit_flag,shine_info_is_grand,shine_info_is_moon_rock,shine_info_available_scenarios,shine_info_object_name,shine_info_scenario_name,notes,difficulty,option_scenarios
SkyWorldHomeStage:1809:324,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Stack Up Above the Wall,SkyWorldHomeStage:1809:324,1809,324,ShineFlag_None,SkyWorldHomeStage::place::new_place_8,,Kuribo,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Goomba | method_1(jump=No Jump Needed; cap_throw=Neutral Throw, Down Throw, Up Throw, Spin Throw; other=Capture)",true,Shine,G,-1,,0;1;2;3,-1,None,,-48800.000,500.000,43250.000,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml,4,20,-1,15,false,false,1;2;3;4,ステージスイッチ_タワークリボースイッチ_タワークリボースイッチ_タワークリボースイッチ_タワークリボースイッチ,積み上がって 塀の上,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldHomeStage:1921:325,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Infiltrate Bowser's Castle!,SkyWorldHomeStage:1921:325,1921,325,ShineFlag_Story,SkyWorldHomeStage::checkpoint::obj1626,,(Tsukkun & NeutralThrow & Vault & Dive) | GroundPound | (Vault & WallJump & Tsukkun & NeutralThrow) | (WallJump & Dive & NeutralThrow & Tsukkun),WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Pokio, Frog, Uproot, Gushen, Locked behind Default Capture | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture, Ground Pound) | method_2(jump=Single Jump (258); cap_throw=Neutral Throw; other=Ground Pound) | method_3(jump=Cap Return Jump (400); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ground Pound, Dive)",true,ShineAddHeight,G,-1,,0;1;2;3,0,None,,-22700.000,7407.639,17550.000,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml,4,0,0,15,false,false,1;2;3;4,ステージスイッチ_全滅監視_全滅監視_全滅監視_全滅監視,潜入！ クッパ城,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,advanced;casual;advanced;advanced,"1,2,3,4,5"
SkyWorldCastleZone:2138:326,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Above the Poison Swamp,SkyWorldCastleZone:2138:326,2138,326,ShineFlag_None,SkyWorldHomeStage::place::new_place_6,,free,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture, Pokio | method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture) | method_2(jump=Long Jump; cap_throw=Neutral Throw, Down Throw; other=Dive)",true,ShineAddHeight,H,-1,,1;2;3,-1,None,,2498.997,1401300.000,-18550.294,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml,3,28,-1,14,false,false,2;3;4,シャイン【2m置き】,毒沼を 見下ろして,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldCastleZone:2203:327,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Sunken Treasure in the Moat,SkyWorldCastleZone:2203:327,2203,327,ShineFlag_None,SkyWorldCastleZone::checkpoint::obj1392,,free,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=None),true,ShineAddHeight,G,-1,,0;1;2;3,-1,None,,16082.053,27050.000,-49185.355,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml,4,6,-1,15,false,false,1;2;3;4,シャイン【2m置き】,お堀に沈む宝物,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldCastleZone:2320:328,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Poking Your Nose by the Great Gate,SkyWorldCastleZone:2320:328,2320,328,ShineFlag_None,SkyWorldCastleZone::checkpoint::obj1891,,Tsukkun,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Pokio | method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,30082.771,42226.625,-63115.363,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml,15,25,-1,63,false,false,1;2;3;4;5;6,ステージスイッチ,ツンツン！ 大門の前,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldCastleZone:3056:331,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Found Behind Bars!,SkyWorldCastleZone:3056:331,3056,331,ShineFlag_None,SkyWorldCastleZone::checkpoint::obj1392,,ElectricWire,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture | method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,ShineAddHeight,G,-1,,0;1;2;3,-1,None,,13041.493,30650.000,-45366.978,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml,4,5,-1,15,false,false,1;2;3;4,シャイン【2m置き】,格子の中で みーつけた！,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldCastleZone:3819:332,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Showdown at Bowser's Castle,SkyWorldCastleZone:3819:332,3819,332,ShineFlag_Story | ShineFlag_Multi,SkyWorldHomeStage::place::new_place_11,,Tsukkun | (Vault & Dive & NeutralThrow & GroundPound) | KingdomAccess_Bowsers,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Pokio, Locked behind Default Capture | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ground Pound, Capture) | method_2(jump=Cap Return Jump (400); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ground Pound, Dive)",false,,,,,,,,,-3101.110,1412300.000,-43850.683,ShineInfo.szs,ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,3,3,1,true,false,1,ゴーレムクライム,決戦！ クッパ城,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual;advanced;casual,"1,2,3,4,5;1,2,3,4,5;3,4,5,2"
SkyWorldWallZone:1179:333,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Treasure Inside the Turret,SkyWorldWallZone:1179:333,1179,333,ShineFlag_None,SkyWorldWallZone::checkpoint::obj545,,free,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture, Frog, Paragoomba, Glydon, Fire Bro, Coin Coffer, Uproot, Shiverian, Gushen, Hammer Bro, Pokio, Parabones, Yoshi, Goomba | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw) | method_2(jump=Long Jump; cap_throw=Neutral Throw) | method_3(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture) | method_4(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ledge Grab) | method_5(jump=Cap Return Jump (400); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw)",false,ShineAddHeight,G,-1,,0;1;2;3,-1,None,,-43418.769,15400.000,-13697.088,SkyWorldWallZoneMap.szs;ShineInfo.szs,SkyWorldWallZoneMap.byml;ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,17,-1,15,false,false,1;2;3;4,シャイン【2m置き】,やぐらの宝,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldWallZone:1671:334,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Smart Bombing,SkyWorldWallZone:1671:334,1671,334,ShineFlag_Story,SkyWorldWallZone::checkpoint::obj545,,Tsukkun | SingleJump,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Pokio, Frog, Uproot, Gushen, Locked behind Default Capture | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ground Pound, Capture) | method_2(jump=Single Jump (258); cap_throw=Neutral Throw; other=Ground Pound) | method_3(jump=Cap Return Jump (400); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ground Pound, Dive)",false,,,,,,,,,-118004.199,23651.000,-21593.899,ShineInfo.szs,ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,1,1,15,false,false,1;2;3;4,シャインチップ全取得監視者,攻略！ 花火バクダン,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual;advanced,"1,2,3,4,5"
SkyWorldWallZone:1690:335,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,From the Side Above the Castle Gate,SkyWorldWallZone:1690:335,1690,335,ShineFlag_None,SkyWorldWallZone::checkpoint::obj545,,free,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",false,ShineAddHeight,G,-1,,0;1;2;3,-1,None,,-36109.029,18100.000,-15157.931,SkyWorldWallZoneMap.szs;ShineInfo.szs,SkyWorldWallZoneMap.byml;ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,9,-1,15,false,false,1;2;3;4,シャイン【2m置き】,わきから登って 城門の上,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldWallZone:2165:337,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Poking the Turret Wall,SkyWorldWallZone:2165:337,2165,337,ShineFlag_None,SkyWorldWallZone::checkpoint::obj545,,Tsukkun,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture, Pokio | method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",false,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,-42751.430,16450.000,-11752.954,SkyWorldWallZoneMap.szs;ShineInfo.szs,SkyWorldWallZoneMap.byml;ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,23,-1,63,false,false,1;2;3;4;5;6,ステージスイッチ,ツンツン！ やぐらの壁,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldHomeStage:2569:338,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Peach in Bowser's Kingdom,SkyWorldHomeStage:2569:338,2569,338,ShineFlag_None,SkyWorldHomeStage::checkpoint::obj2028,,KingdomAccess_Mushroom,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture | method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",false,,,,,,,,,-29564.600,21770.000,-31064.600,ShineInfo.szs,ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,38,-1,12,false,false,3;4,世界旅行ピーチ,クッパの国で ピーチ姫,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldCastleZone:649:339,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,On the Giant Bowser Statue's Nose,SkyWorldCastleZone:649:339,649,339,ShineFlag_None,SkyWorldCastleZone::checkpoint::obj1891,,(GroundPound & ElectricWire),WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture | method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ground Pound, Capture)",false,,,,,,,,,97701.010,79443.301,-71957.598,ShineInfo.szs,ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,11,-1,63,false,false,1;2;3;4;5;6,ここ掘れポイント,巨大クッパ像の鼻先で,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldCastleZone:3362:340,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Past the Moving Wall,SkyWorldCastleZone:3362:340,3362,340,ShineFlag_None,SkyWorldCastleZone::checkpoint::obj1891,,Tsukkun | NeutralThrow,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Pokio | method_1(jump=Long Jump; cap_throw=Neutral Throw, Down Throw; other=None) | method_2(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Homing Cap, Rainbow Spin) | method_3(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture) | method_4(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Dive)",true,Shine,H,-1,,1;2;3,-1,None,,131770.859,93800.000,-49260.685,SkyWorldCastleZoneMap.szs,SkyWorldCastleZoneMap.byml,3,29,-1,14,false,false,2;3;4,シャイン,流れる壁の先,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual;advanced,
SkyWorldCastleZone:4118:343,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Caught Hopping at Bowser's Castle!,SkyWorldCastleZone:4118:343,4118,343,ShineFlag_None,SkyWorldCastleZone::checkpoint::obj6423,,free,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture | method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",false,,,,,,,,,101001.079,83136.301,-71607.580,ShineInfo.szs,ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,30,-1,14,false,false,2;3;4,ウサギ,クッパ城で つかまえたピョン！,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldHomeStage:1380:345,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Caught on the Iron Fence,SkyWorldHomeStage:1380:345,1380,345,ShineFlag_None,SkyWorldHomeStage::start,,free,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None)",false,,,,,,,,,-47142.000,235.000,52525.000,ShineInfo.szs,ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,16,-1,63,false,false,1;2;3;4;5;6,帽子ひっかけポイント,鉄のサクに ひっかけて,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldHomeStage:1387:348,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Third Courtyard Outskirts,SkyWorldHomeStage:1387:348,1387,348,ShineFlag_Extra,SkyWorldHomeStage::checkpoint::obj1626,,ElectricWire,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Locked behind Default Capture | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,ShineAddByRock,B,-1,,3,-1,None,,-35350.000,10650.000,25200.000,SkyWorldHomeStageMap.szs,SkyWorldHomeStageMap.byml,1,57,-1,8,false,true,4,シャイン【月の石追加版】,三の丸の はざま,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
SkyWorldHomeStage:1388:349,Bowser's Kingdom,SkyWorldHomeStage,Bowser's Kingdom,overworld,Invader in Bowser's Castle,SkyWorldHomeStage:1388:349,1388,349,ShineFlag_Extra,SkyWorldCastleZone::checkpoint::obj1888,,Kuribo | Vault | Dive | TripleJump | (Vault & Dive) | KingdomAccess_Bowsers,WorldPeace_Bowsers,MoonRockActive_Bowsers,primary,unrated,,"captures=Pokio, Goomba | method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture) | method_2(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw; other=Dive)",false,,,,,,,,,9300.000,28998.400,-38100.000,ShineInfo.szs,ShineList_SkyWorldHomeStage.byml;ShinePosList.byml,0,52,-1,8,false,true,4,ジョークー,クッパ城の やっかい者,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual;expert;expert;expert;advanced;expert,
